fid,tweet_text,timestamp,source,symbols,company_names,url,source_ip,protocol,dest_ip,Label,results
44494414,RT @eimcapital: âSteak or Sizzle?â Top performing #ASX #mining #oilandgas &amp; #exploration stocks last week: $ASN $ADY $VAL $WEC $RLC Best foâ¦,Wed Jul 11 02:19:59 +0000 2018,gassin123Charts,WEC,WEC Energy Group,,149.171.126.9,tcp,59.166.0.6,1,1
44494415,Trump Phones And Pfizer Reverses Price Hikes. But Why? $PFE $MCK $CAH $CVS $ESRX https://t.co/fuXXFldSLw,Wed Jul 11 02:28:23 +0000 2018,matthewherper,MCK,McKesson Corporation,https://www.forbes.com/sites/matthewherper/2018/07/10/trump-phones-and-pfizer-reverses-price-hikes-but-why/#415a54188c77,149.171.126.3,tcp,59.166.0.8,1,1
44494416,$BDX Max Pain=232.50. Maturity=07/13/2018. #maxpain #options https://t.co/zlkL52ehHf https://t.co/p6kG1H725d,Wed Jul 11 02:31:21 +0000 2018,optioncharts,BDX,Becton Dickinson,http://maximum-pain.com/options/max-pain/BDX,149.171.126.7,udp,59.166.0.7,1,1
44494417,WEC Energy Group Inc $WEC Given Average Rating of âHoldâ by Analysts https://t.co/kQwMBr4Bmf,Wed Jul 11 02:32:16 +0000 2018,ZolmaxNews,WEC,WEC Energy Group,http://zolmax.com/?p=2373829,149.171.126.7,udp,59.166.0.0,1,1
44494503,Brokerages Set Universal Health Services Inc. Class B $UHS Price Target at $134.46 https://t.co/daALzJgkDB,Wed Jul 11 02:33:27 +0000 2018,OlympiaReport,UHS,Universal Health Services,http://theolympiareport.com/?p=916181,149.171.126.2,tcp,59.166.0.2,1,1
44494504,Xilinx Inc. $XLNX Given Average Recommendation of âHoldâ by Brokerages https://t.co/Om5kXov06N,Wed Jul 11 02:33:45 +0000 2018,TheMarketsDaily,XLNX,Xilinx,http://zpr.io/6af5m,149.171.126.6,udp,59.166.0.6,1,1
44494505,Universal Health Services Inc. Class B $UHS Given Consensus Recommendation of âHoldâ by Brokerages https://t.co/374eOx9cw4,Wed Jul 11 02:35:57 +0000 2018,dispatchtribune,UHS,Universal Health Services,http://dispatchtribunal.com/?p=2045577,149.171.126.1,tcp,59.166.0.3,1,1
44494506,$MS $GLOB $BWA! $IM $MS $MAC $I $AM $MS $DOM,Wed Jul 11 02:44:22 +0000 2018,stockbard,BWA,BorgWarner Inc.,,149.171.126.2,tcp,59.166.0.6,1,1
44494507,Patterson Companies Inc. $PDCO Receives $29.04 Average Price Target from Brokerages https://t.co/vnL4fH9EJA,Wed Jul 11 02:52:21 +0000 2018,TranscriptDaily,PDCO,Patterson Companies,http://zpr.io/6af4A,149.171.126.2,udp,59.166.0.7,1,1
44494508,$ROP open interest for maturity 07/20/2018. High put=270.00 High call=290.00 #maxpain #optionsâ¦ https://t.co/rnfJBJfpEN,Wed Jul 11 02:57:30 +0000 2018,optioncharts,ROP,Roper Technologies,https://twitter.com/i/web/status/1016879123589943296,149.171.126.3,udp,59.166.0.2,1,1
44494509,â¬ AUSTRALIAN AGRICULTURAL PROJECTS $AAP.AX $AAP $50.3k @ 2.5c -3.8% MA5 2.9c VOL 2M AV5 300.9k  ð¼SOI 152.4M ð³Debtâ¦ https://t.co/s2oihf4o6b,Wed Jul 11 02:59:54 +0000 2018,ShaMktAn,AAP,Advance Auto Parts,https://twitter.com/i/web/status/1016879727099838471,149.171.126.2,tcp,59.166.0.3,1,1
44494510,Sell-signal detected for 10 stocks: $HPQ $FMC $SLM $NSC $D $EIX $RDC $CGNX $LB $WMT,Wed Jul 11 03:00:03 +0000 2018,holycharts,SLM,SLM Corporation,,149.171.126.1,udp,59.166.0.7,1,1
44494515,Affiliated Managers Group Inc. $AMG Receives $213.57 Average Price Target from Analysts https://t.co/ckyk32dLDG,Wed Jul 11 03:07:43 +0000 2018,ZolmaxNews,AMG,Affiliated Managers Group,http://zolmax.com/?p=2373849,149.171.126.4,tcp,59.166.0.6,1,1
44494516,$LITE has been dead money since buying a couple months ago trying to be patient but cutting loose at open tomorrowâ¦ https://t.co/WjQ9QwzWuA,Wed Jul 11 03:10:38 +0000 2018,mjekm5,LITE,Lumentum Holdings Inc.,https://twitter.com/i/web/status/1016882428344823808,149.171.126.2,udp,59.166.0.6,1,1
44494517,CDIX is about to go BALLISTIC $qqq $aapl $tvix $veon $csco $siri $rook $mu $msft $fb $sqqq $intc $cmcsa $amat $nvdaâ¦ https://t.co/AShtDZMKcC,Wed Jul 11 03:13:26 +0000 2018,OneOClockDrop,FNSR,Finisar Corporation,https://twitter.com/i/web/status/1016883134506209281,149.171.126.7,tcp,59.166.0.6,1,1
44494518,CDIX is about to go BALLISTIC $PTEN $NWL $TJX $EPD $TBT $NE $TAL $SPXS $MXIM $WELL $MMM $SRC $CSX $KBR $MHK $ODPâ¦ https://t.co/jMbDKoziHV,Wed Jul 11 03:15:56 +0000 2018,OneOClockDrop,MHK,Mohawk Industries,https://twitter.com/i/web/status/1016883763077246976,149.171.126.4,tcp,59.166.0.6,1,1
44494599,RT @matthewherper: Trump Phones And Pfizer Reverses Price Hikes. But Why? $PFE $MCK $CAH $CVS $ESRX https://t.co/fuXXFldSLw,Wed Jul 11 03:16:34 +0000 2018,sarahrimmington,MCK,McKesson Corporation,https://www.forbes.com/sites/matthewherper/2018/07/10/trump-phones-and-pfizer-reverses-price-hikes-but-why/#415a54188c77,149.171.126.1,tcp,59.166.0.7,1,1
44494600,CDIX is about to go BALLISTIC $GNPX $CYAD $KN $BOOM $SIVB $ENVA $DNJR $EXAS $EHTH $CHKE $FLEX $CHTR $LBRDK $TNDMâ¦ https://t.co/tQFN8qX7Y1,Wed Jul 11 03:16:40 +0000 2018,OneOClockDrop,FLEX,Flex Ltd.,https://twitter.com/i/web/status/1016883949337862144,149.171.126.5,tcp,59.166.0.8,1,1
44494605,CDIX is about to go BALLISTIC $MTG $XLV $CELG $ENDP $GILD $CZR $NGD $LUV $HAL $GERN $GLD $AIG $WMT $LC $JCI $GLWâ¦ https://t.co/esCT3dBS3y,Wed Jul 11 03:17:25 +0000 2018,OneOClockDrop,PHM,PulteGroup,https://twitter.com/i/web/status/1016884135204302849,149.171.126.2,udp,59.166.0.2,1,1
44494606,CDIX is about to go BALLISTIC $STNG $F $DAL $UVXY $BBD $FCX $MSFT $IQ $PFE $USO $C $XLE $AKS $TEVA $MFGP $BMY $DWTâ¦ https://t.co/fbbZJd7acB,Wed Jul 11 03:18:11 +0000 2018,OneOClockDrop,MCHP,Microchip Technology Incorporated,https://twitter.com/i/web/status/1016884327634722816,149.171.126.0,tcp,59.166.0.6,1,1
44494607,ASX Listed #Vanadium Stocks [Market Cap Bubble Chart]. $KRC $AVL $TNG $TMT $TNO $NMT $IRC $TON $POW $AEE $SRN $GEDâ¦ https://t.co/WJaDNuzUNP,Wed Jul 11 03:33:31 +0000 2018,sreeve_charting,AEE,Ameren Corporation,https://twitter.com/i/web/status/1016888189246554112,149.171.126.4,tcp,59.166.0.6,1,1
44494608,$BXP Max Pain is 120.00 for maturity 07/20/2018. #maxpain #options https://t.co/qOrco67dlE https://t.co/XzzlQHo1HF,Wed Jul 11 03:34:48 +0000 2018,optioncharts,BXP,Boston Properties,http://maximum-pain.com/options/max-pain/BXP,149.171.126.4,tcp,59.166.0.7,1,1
44494609,Short sale vol (not short interest) for $CNP on 2018-07-10 is 38%. https://t.co/ocAeApgxVW $MDU 41% $OGS 27% $ATO 48% $D 68%,Wed Jul 11 03:36:02 +0000 2018,shortvolumes,CNP,CenterPoint Energy,http://shortvolumes.com/?t=CNP,149.171.126.3,tcp,59.166.0.6,1,1
44494610,$XRAY high OI range is 40.00 to 45.00 for option expiration 07/20/2018 #maxpain #options https://t.co/j5J5SSKDS6 https://t.co/cCz0OGnW9Y,Wed Jul 11 03:40:04 +0000 2018,optioncharts,XRAY,DENTSPLY SIRONA Inc.,http://maximum-pain.com/options/open-interest/XRAY,149.171.126.7,tcp,59.166.0.7,1,1
44494611,$I $AM $EMO $HUM $FOR $KEYS $YUM! $IM $MS $CAB,Wed Jul 11 03:44:23 +0000 2018,stockbard,YUM,YUM! Brands,,149.171.126.4,tcp,59.166.0.7,1,1
44494612,$AAP New Insider Filing On:  Smith Jeffrey C Transaction Code: A https://t.co/7MZN5adiGy,Wed Jul 11 03:51:11 +0000 2018,filing_scanner,AAP,Advance Auto Parts,http://www.filingscanner.com/Alerts/AAP.php,149.171.126.2,udp,59.166.0.2,1,1
44494613,2018-07-10 Short sale volume (not short interest) for $PAGS is 38%. https://t.co/17KhnTDYV2 $UAL 39% $WTI 53% $BBOX 47% $PDCO 61%,Wed Jul 11 03:54:02 +0000 2018,shortvolumes,PDCO,Patterson Companies,http://shortvolumes.com/?t=PAGS,149.171.126.6,tcp,59.166.0.8,1,1
44494614,$LH Max Pain=185.00. Maturity=07/20/2018. #maxpain #options https://t.co/FcorhXjzfZ https://t.co/mCS0MCcIMb,Wed Jul 11 03:55:36 +0000 2018,optioncharts,LH,Laboratory Corporation of America Holdings,http://maximum-pain.com/options/max-pain/LH,149.171.126.8,tcp,59.166.0.0,1,1
44494615,Kindly refresh... :3 Atleast nahabol padin kita $NI. 1.45 resistance nung January. Ayun nauntog ka nung nag 1.48â¦ https://t.co/fJTTAfwy0r,Wed Jul 11 04:01:10 +0000 2018,Vables97,NI,NiSource Inc.,https://twitter.com/i/web/status/1016895147559174145,149.171.126.4,tcp,59.166.0.6,1,1
44494616,$CNP is Bullish above $26.87. Trade near  $26.87 https://t.co/JyCGdOWLK9 https://t.co/yPR9aoPp1j,Wed Jul 11 04:04:06 +0000 2018,tradespoon,CNP,CenterPoint Energy,http://tradespoon.com/s.php?t=$CNP,149.171.126.3,tcp,59.166.0.7,1,1
44494843,Although the night is still long. Some stocks that could gap down significantly tomorrow: $BABA $BIDU $MOMOâ¦ https://t.co/cM8rLs9XYL,Wed Jul 11 04:06:36 +0000 2018,paulwimmers,QRVO,Qorvo,https://twitter.com/i/web/status/1016896513446895616,149.171.126.1,tcp,59.166.0.3,1,1
44494844,$OKE New Insider Filing On:  SWORDS SHERIDAN C Transaction Code: A https://t.co/IU9IoVzIT5,Wed Jul 11 04:07:50 +0000 2018,filing_scanner,OKE,ONEOK,http://www.filingscanner.com/Alerts/OKE.php,149.171.126.1,tcp,59.166.0.8,1,1
44494865,$AMG New Insider Filing On:  HEALEY SEAN M Transaction Code: M https://t.co/1QwontaPKC,Wed Jul 11 04:08:01 +0000 2018,filing_scanner,AMG,Affiliated Managers Group,http://www.filingscanner.com/Alerts/AMG.php,149.171.126.4,tcp,59.166.0.6,1,1
44494866,Bawi ka pa $NI,Wed Jul 11 04:12:33 +0000 2018,Vables97,NI,NiSource Inc.,,149.171.126.2,udp,59.166.0.3,1,1
44494867,RT @matthewherper: Trump Phones And Pfizer Reverses Price Hikes. But Why? $PFE $MCK $CAH $CVS $ESRX https://t.co/fuXXFldSLw,Wed Jul 11 04:18:00 +0000 2018,tmasonuhc,MCK,McKesson Corporation,https://www.forbes.com/sites/matthewherper/2018/07/10/trump-phones-and-pfizer-reverses-price-hikes-but-why/#415a54188c77,149.171.126.0,tcp,59.166.0.6,1,1
44494868,Aakyat pa. Ganda $NI ya. https://t.co/bbmaCZr91x,Wed Jul 11 04:21:51 +0000 2018,Vables97,NI,NiSource Inc.,,149.171.126.8,tcp,59.166.0.6,1,1
44494869,Zimmer Biomet $ZBH and ConforMIS $CFMS Critical Analysis https://t.co/7nkvIbXAD8,Wed Jul 11 04:22:35 +0000 2018,ledgerzette,ZBH,Zimmer Biomet Holdings,http://ledgergazette.com/?p=2818139,149.171.126.2,tcp,59.166.0.6,1,1
44494870,Reviewing ConforMIS $CFMS and Zimmer Biomet $ZBH https://t.co/G5PDQ2bBw1,Wed Jul 11 04:24:01 +0000 2018,dakotafinancial,ZBH,Zimmer Biomet Holdings,http://dakotafinancialnews.com/?p=309743,149.171.126.1,udp,59.166.0.7,1,1
44494871,Analyzing James River Group $JRVR and Cincinnati Financial $CINF https://t.co/5h2Tew1mKi,Wed Jul 11 04:26:05 +0000 2018,WatchlistN,CINF,Cincinnati Financial Corporation,http://zpr.io/6aGyY,149.171.126.2,tcp,59.166.0.2,1,1
44494872,$DCIX Expects approximately $3.07M in gross revenue for the minimum scheduled period of time charter contract extenâ¦ https://t.co/jbzHd1nwOP,Wed Jul 11 04:31:11 +0000 2018,bdailystocks,DCIX,Diana Containerships Inc.,https://twitter.com/i/web/status/1016902698392678400,149.171.126.12,tcp,175.45.176.3,1,1
44494885,Brokerages Set Fidelity National Information Servcs Inc $FIS Target Price at $113.00 https://t.co/Ios8TlpZTh,Wed Jul 11 04:38:56 +0000 2018,dakotafinancial,FIS,Fidelity National Information Services,http://dakotafinancialnews.com/?p=309756,149.171.126.18,tcp,175.45.176.1,1,1
44494886,RT @paulwimmers: Although the night is still long. Some stocks that could gap down significantly tomorrow: $BABA $BIDU $MOMO $BZUN $IQâ¦,Wed Jul 11 04:42:15 +0000 2018,jstvckz,QRVO,Qorvo,,149.171.126.3,udp,59.166.0.4,1,1
44494887,Tuesday's (7/10/18) highest trading range % compared to open (Min $5 &amp; Vol &gt; 750K): 96 - $CY 95 - $GRMN $XLB 92 - $KO 90 - $PG,Wed Jul 11 04:49:41 +0000 2018,15minofPham,CY,Cypress Semiconductor Corporation,,149.171.126.8,tcp,59.166.0.3,1,1
44494888,RT @Myronnnn_: $ip,Wed Jul 11 04:50:11 +0000 2018,blasianjunkie,IP,International Paper Company,,149.171.126.4,tcp,59.166.0.2,1,1
44495283,RT @gassin123Charts: $TMT  $AEE  $POW $KRC $TNO = Hot in #V Sector  $LTR  $MTB  $SBR  $SRN  = early #Vanadium Hunters ..too https://t.co/Pâ¦,Wed Jul 11 05:08:06 +0000 2018,ld66_ew,AEE,Ameren Corporation,,149.171.126.3,tcp,59.166.0.0,1,1
44495284,Q2 2018 EPS Estimates for Cimarex Energy Co $XEC Increased by Jefferies Financial Group https://t.co/vw05AUhAKA,Wed Jul 11 05:16:45 +0000 2018,TheMarketsDaily,XEC,Cimarex Energy Co.,http://zpr.io/6aG5g,149.171.126.0,tcp,59.166.0.1,1,1
44495303,Pentair Target of Unusually Large Options Trading $PNR https://t.co/Dz6dYNvNH3,Wed Jul 11 05:20:54 +0000 2018,ConsumerFeed,PNR,Pentair plc,http://zpr.io/6aGir,149.171.126.3,tcp,59.166.0.1,1,1
44495304,Discovery Inc Series C Target of Unusually Large Options Trading $DISCK https://t.co/Qkxp7801HL,Wed Jul 11 05:21:46 +0000 2018,TheMarketsDaily,DISCK,Discovery,http://zpr.io/6aGJP,149.171.126.0,tcp,59.166.0.6,1,1
44495305,Yum! Brands Inc. $YUM Expected to Post Quarterly Sales of $1.37 Billion https://t.co/zkEU5BlbLT,Wed Jul 11 05:29:12 +0000 2018,WatchlistN,YUM,YUM! Brands,http://zpr.io/6aGen,149.171.126.4,tcp,59.166.0.1,1,1
44495306,RT @TradeSatoshi: $AMG AMGCHAIN  will be delisted from Tradesatoshi the 31/07/18 devs reset the blockchain and did not inform us causing loâ¦,Wed Jul 11 05:31:30 +0000 2018,Chris24451341,AMG,Affiliated Managers Group,,149.171.126.0,tcp,59.166.0.6,1,1
44495307,Stephens Initiates Coverage on SLM $SLM https://t.co/8a9pt85e8F,Wed Jul 11 05:35:36 +0000 2018,ConsumerFeed,SLM,SLM Corporation,http://zpr.io/6aG4n,149.171.126.3,udp,59.166.0.1,1,1
44495308,Mid-America Apartment Communities Inc $MAA Expected to Announce Quarterly Sales of $390.17 Million https://t.co/e9ggBriWyb,Wed Jul 11 05:35:43 +0000 2018,ConsumerFeed,MAA,Mid-America Apartment Communities,http://zpr.io/6aG4z,149.171.126.6,udp,59.166.0.1,1,1
44495309,Edison International $EIX Given New $75.00 Price Target at Argus https://t.co/yaSbscCsm4,Wed Jul 11 05:39:58 +0000 2018,WatchlistN,EIX,Edison International,http://zpr.io/6aGvd,149.171.126.3,tcp,59.166.0.6,1,1
44495310,Financial Analysis: CPFL Energia $CPL &amp; DTE Energy $DTE https://t.co/F15m3B2fsx,Wed Jul 11 05:49:57 +0000 2018,TranscriptDaily,DTE,DTE Energy Company,http://zpr.io/6aGQj,149.171.126.5,tcp,59.166.0.1,1,1
44495319,Arthur J Gallagher &amp; Co $AJG vs. Marsh &amp; McLennan Companies $MMC Head-To-Head Survey https://t.co/xj9ahEjVhI,Wed Jul 11 05:51:04 +0000 2018,dispatchtribune,AJG,Arthur J. Gallagher & Co.,http://dispatchtribunal.com/?p=2045766,149.171.126.0,tcp,59.166.0.6,1,1
44495320,$MMM $AFL $ABBV $ABT $APD $AOS $ADM $T $ADP $BDX $CAH $CVX $CINF $CTAS $CLX $KO $CL $ED $DOV $ECL $EMR $XOM $FRT https://t.co/hz5KV7E6Mb,Wed Jul 11 05:51:10 +0000 2018,SeekingAlpha,ED,Consolidated Edison,https://seekingalpha.com/article/4186498-fix-roof-sun-shining-dividend-aristocrats-sorta-sale?source=feed_f,149.171.126.8,tcp,59.166.0.0,1,1
44495323,RT @SeekingAlpha: $MMM $AFL $ABBV $ABT $APD $AOS $ADM $T $ADP $BDX $CAH $CVX $CINF $CTAS $CLX $KO $CL $ED $DOV $ECL $EMR $XOM $FRT https://â¦,Wed Jul 11 05:51:57 +0000 2018,AviseAnalytics,ED,Consolidated Edison,,149.171.126.7,udp,59.166.0.3,1,1
44495324,Reviewing Arthur J Gallagher &amp; Co $AJG &amp; Marsh &amp; McLennan Companies $MMC https://t.co/zfdsTHzHn6,Wed Jul 11 05:53:41 +0000 2018,OlympiaReport,AJG,Arthur J. Gallagher & Co.,http://theolympiareport.com/?p=916372,149.171.126.9,tcp,59.166.0.6,1,1
44519025,Genocea Biosciences $GNCA Downgraded to âSellâ at Zacks Investment Research https://t.co/MO039EU6rH,Wed Jul 11 05:55:36 +0000 2018,TranscriptDaily,GNCA,Genocea Biosciences,http://zpr.io/6aqng,149.171.126.4,tcp,59.166.0.0,1,1
44519026,RT @SeekingAlpha: $MMM $AFL $ABBV $ABT $APD $AOS $ADM $T $ADP $BDX $CAH $CVX $CINF $CTAS $CLX $KO $CL $ED $DOV $ECL $EMR $XOM $FRT https://â¦,Wed Jul 11 06:09:30 +0000 2018,NewYorkbuffett,ED,Consolidated Edison,,149.171.126.4,tcp,59.166.0.1,1,1
44519301,Analysts Anticipate Cardinal Health Inc $CAH Will Announce Quarterly Sales of $34.55 Billion https://t.co/oOSjygtr73,Wed Jul 11 06:10:10 +0000 2018,TranscriptDaily,CAH,Cardinal Health,http://zpr.io/6aqHY,149.171.126.3,udp,59.166.0.1,1,1
44519302,KeyCorp Analysts Lift Earnings Estimates for International Paper Co $IP https://t.co/7jbApX3dYh,Wed Jul 11 06:11:03 +0000 2018,TheMarketsDaily,IP,International Paper Company,http://zpr.io/6aqHb,149.171.126.9,tcp,59.166.0.3,1,1
44519463,Brokers Set Expectations for Whirlpool Co.âs Q4 2018 Earnings $WHR https://t.co/Ezf0F5GUP1,Wed Jul 11 06:12:00 +0000 2018,dispatchtribune,WHR,Whirlpool Corporation,http://dispatchtribunal.com/?p=2045817,149.171.126.5,tcp,59.166.0.1,1,1
44519464,The Western Union $WU Upgraded to âBuyâ at Zacks Investment Research https://t.co/jicmGPYx83,Wed Jul 11 06:14:11 +0000 2018,OlympiaReport,WU,The Western Union Company,http://theolympiareport.com/?p=916427,149.171.126.2,tcp,59.166.0.3,1,1
44519509,Brokers Set Expectations for Whirlpool Co.âs Q4 2018 Earnings $WHR https://t.co/P7dY7vItCq,Wed Jul 11 06:14:13 +0000 2018,OlympiaReport,WHR,Whirlpool Corporation,http://theolympiareport.com/?p=916423,149.171.126.6,tcp,59.166.0.3,1,1
44519510,Whirlpool $WHR Stock Rating Lowered by Zacks Investment Research https://t.co/73OSaCMomA,Wed Jul 11 06:15:02 +0000 2018,ConsumerFeed,WHR,Whirlpool Corporation,http://zpr.io/6aqRV,149.171.126.8,tcp,59.166.0.0,1,1
44519559,Unum Group $UNM Price Target Lowered to $55.00 at Barclays https://t.co/jhpPlXdXyM,Wed Jul 11 06:16:54 +0000 2018,TheMarketsDaily,UNM,Unum Group,http://zpr.io/6aqfW,149.171.126.9,tcp,59.166.0.2,1,1
44519560,The Western Union $WU Upgraded to âBuyâ at Zacks Investment Research https://t.co/r7O28xSs0A,Wed Jul 11 06:16:55 +0000 2018,WeekHerald,WU,The Western Union Company,http://weekherald.com/?p=2982236,149.171.126.4,udp,59.166.0.4,1,1
44519599,Zimmer Biomet $ZBH Lifted to Hold at Zacks Investment Research https://t.co/0HAoUF7wqn,Wed Jul 11 06:17:10 +0000 2018,ledgerzette,ZBH,Zimmer Biomet Holdings,http://ledgergazette.com/?p=2818331,149.171.126.5,tcp,59.166.0.0,1,1
44519600,Zimmer Biomet $ZBH Lifted to Hold at Zacks Investment Research https://t.co/4cW6YOEt3G,Wed Jul 11 06:18:46 +0000 2018,dakotafinancial,ZBH,Zimmer Biomet Holdings,http://dakotafinancialnews.com/?p=309936,149.171.126.3,tcp,59.166.0.8,1,1
44519681,Turquoise Hill Resources $TRQ Hits New 1-Year High at $3.83 https://t.co/XU5y9c2XSz,Wed Jul 11 06:22:13 +0000 2018,dispatchtribune,TRQ,Turquoise Hill Resources Ltd.,http://dispatchtribunal.com/?p=2045834,149.171.126.6,udp,59.166.0.9,1,1
44519682,Turquoise Hill Resources $TRQ Reaches New 12-Month High at $3.83 https://t.co/qhlxjrQZG4,Wed Jul 11 06:23:43 +0000 2018,OlympiaReport,TRQ,Turquoise Hill Resources Ltd.,http://theolympiareport.com/?p=916441,149.171.126.4,tcp,59.166.0.4,1,1
44520313,Delphi Technologies $DLPH Stock Rating Upgraded by Morgan Stanley https://t.co/sQW00DthlX,Wed Jul 11 06:36:41 +0000 2018,ThisLincolnian,DLPH,Delphi Technologies PLC,http://thelincolnianonline.com/?p=2175578,149.171.126.3,tcp,59.166.0.6,1,1
44520314,Allegion $ALLE Raised to âHoldâ at Zacks Investment Research https://t.co/4om2V0zpaC,Wed Jul 11 06:47:07 +0000 2018,OlympiaReport,ALLE,Allegion plc,http://theolympiareport.com/?p=916484,149.171.126.8,tcp,59.166.0.7,1,1
44520551,Lumentum $LITE Given a $85.00 Price Target by Craig Hallum Analysts https://t.co/dzIId9mv9l,Wed Jul 11 06:47:25 +0000 2018,TheMarketsDaily,LITE,Lumentum Holdings Inc.,http://zpr.io/6aqNd,149.171.126.8,tcp,59.166.0.8,1,1
44520552,Lumentum $LITE PT Set at $85.00 by Craig Hallum https://t.co/WGBd6SwT7t,Wed Jul 11 06:48:33 +0000 2018,dakotafinancial,LITE,Lumentum Holdings Inc.,http://dakotafinancialnews.com/?p=309994,149.171.126.7,tcp,59.166.0.3,1,1
44520677,Everest Re Group $RE Stock Rating Lowered by Zacks Investment Research https://t.co/gNwYbO0Ux5,Wed Jul 11 06:48:35 +0000 2018,WeekHerald,RE,Everest Re Group,http://weekherald.com/?p=2982295,149.171.126.9,udp,59.166.0.2,1,1
44520678,1/9 Here's my research on $ETE on #ASX: Tony Walsh - 30 years experience dealing with listed companies corporate tâ¦ https://t.co/wJddguEMxi,Wed Jul 11 06:52:22 +0000 2018,traderstevo,ETE,Energy Transfer Equity,https://twitter.com/i/web/status/1016938231055577093,149.171.126.3,tcp,59.166.0.7,1,1
44520763,4/9 Tony left $AGO in August last year as it was going through its transformation stage. He would have been instruâ¦ https://t.co/b0X1MlDk6c,Wed Jul 11 06:52:24 +0000 2018,traderstevo,ETE,Energy Transfer Equity,https://twitter.com/i/web/status/1016938236726337536,149.171.126.9,udp,59.166.0.2,1,1
44520764,6/9 Mark McAuliffe MD of $ETE is a corporate lawyer with decades of experience. He runs a law firm in Margret Rivâ¦ https://t.co/N6QmmBKQtH,Wed Jul 11 06:52:24 +0000 2018,traderstevo,ETE,Energy Transfer Equity,https://twitter.com/i/web/status/1016938240022986752,149.171.126.6,tcp,59.166.0.3,1,1
44539641,7/9 $ETE needed someone of McAuliffe's caliber over the past few months - they have been sorting out disputes in thâ¦ https://t.co/mfdCJbsMA1,Wed Jul 11 06:52:25 +0000 2018,traderstevo,ETE,Energy Transfer Equity,https://twitter.com/i/web/status/1016938241847484416,149.171.126.6,udp,59.166.0.5,1,1
44539642,2018-07-10 Short sale volume (not short interest) for $NE is 61%. https://t.co/G9l6jSpFQH $SDRL 43% $HP 40% $RIG 50% $NBR 46%,Wed Jul 11 06:54:01 +0000 2018,shortvolumes,HP,Helmerich & Payne,http://shortvolumes.com/?t=NE,149.171.126.1,tcp,59.166.0.9,1,1
44540077,RT @SeekingAlpha: $MMM $AFL $ABBV $ABT $APD $AOS $ADM $T $ADP $BDX $CAH $CVX $CINF $CTAS $CLX $KO $CL $ED $DOV $ECL $EMR $XOM $FRT https://â¦,Wed Jul 11 06:57:30 +0000 2018,JamesonFoge,ED,Consolidated Edison,,149.171.126.9,tcp,59.166.0.6,1,1
44540078,#FidelityNationalInformationServices $FIS BidaskScore is Lowered to Bought,Wed Jul 11 07:00:32 +0000 2018,BACScoreChanges,FIS,Fidelity National Information Services,,149.171.126.16,tcp,175.45.176.1,1,1
44540215,Citigroup Lowers Edison International $EIX Price Target to $65.00 https://t.co/pAwzMF3j60,Wed Jul 11 07:03:04 +0000 2018,TickerReport,EIX,Edison International,http://tickerreport.com/?p=3627850,149.171.126.1,tcp,59.166.0.0,1,1
44540216,Hershey $HSY Lowered to âEqual Weightâ at Consumer Edge https://t.co/hxZTvm7Sya,Wed Jul 11 07:05:59 +0000 2018,TranscriptDaily,HSY,The Hershey Company,http://zpr.io/6aqAM,149.171.126.1,tcp,59.166.0.3,1,1
44540361,Johnson Controls International $JCI PT Lowered to $38.00 https://t.co/eYGYbAf72G,Wed Jul 11 07:06:35 +0000 2018,ZolmaxNews,JCI,Johnson Controls International plc,http://zolmax.com/?p=2374168,149.171.126.0,tcp,59.166.0.8,1,1
44540362,$MON U.S. judge allows lawsuits over Monsanto's Roundup to proceed to trial https://t.co/GboCXRFNtk,Wed Jul 11 07:06:39 +0000 2018,themarketisopen,MON,Monsanto Company,https://ift.tt/2Jdz3TY,149.171.126.1,udp,59.166.0.0,1,1
44540425,Long setups $ESRX $NTR $ADSW $SPG $FTNT $TGT $BTU $IMMU $AAOI https://t.co/0R7jwEWKUx,Wed Jul 11 07:08:17 +0000 2018,chartseer,SPG,Simon Property Group,,149.171.126.9,udp,59.166.0.6,1,1
44540426,Short setups $YELP $NKTR $CSCO $CAH $ALB $LITE https://t.co/7qiijSh68q,Wed Jul 11 07:09:30 +0000 2018,chartseer,LITE,Lumentum Holdings Inc.,,149.171.126.6,tcp,59.166.0.8,1,1
44540695,Trust Co Has $2351000 Stake in Thermo Fisher Scientific Inc. $TMO https://t.co/Zl8zBfzW2Z,Wed Jul 11 07:11:48 +0000 2018,ConsumerFeed,TMO,Thermo Fisher Scientific Inc.,https://ift.tt/2unPoQL,149.171.126.5,udp,59.166.0.8,1,1
44540696,Trust Co Has $802000 Stake in Estee Lauder Companies Inc $EL https://t.co/9Ap0ai1MRR,Wed Jul 11 07:11:51 +0000 2018,ConsumerFeed,EL,The EstÃ­Ã«ÅÂ©e Lauder Companies Inc.,https://ift.tt/2uuVcYX,149.171.126.1,udp,59.166.0.0,1,1
44540823,Trust Co Has $619000 Stake in Hartford Financial Services Group Inc $HIG https://t.co/0ppBgOBW9r,Wed Jul 11 07:11:51 +0000 2018,ConsumerFeed,HIG,The Hartford Financial Services Group,https://ift.tt/2uaDnir,149.171.126.5,tcp,59.166.0.9,1,1
44540824,$MET $ONE $ICE $AT $DATA $BAM! $I $AM $FOR $DATA $YUM! $I $SEE $MY $BOOT,Wed Jul 11 07:14:19 +0000 2018,stockbard,YUM,YUM! Brands,,149.171.126.4,udp,59.166.0.9,1,1
